ENSG00000000003	-0.146129	0.33188	0.666667
ENSG00000000005	1.062378	-0.683775	1.0
ENSG00000000419	-0.887371	0.179725	0.333333
ENSG00000000457	-0.4982	-0.812244	0.333333
ENSG00000000460	-0.264129	-0.748653	0.333333
ENSG00000000938	1.079298	0.615594	1.0
ENSG00000000971	1.547267	0.1236	1.0
ENSG00000001036	-0.575016	1.434297	0.666667
ENSG00000001084	0.000296	0.364834	1.0
ENSG00000001167	-0.636236	0.825419	0.333333
ENSG00000001460	-0.046229	-0.819968	0.666667
ENSG00000001461	-0.51311	-0.542947	0.666667
ENSG00000001497	0.049964	-0.48605	0.333333
ENSG00000001561	-0.475583	-0.465969	0.333333
ENSG00000001617	0.292556	-0.623016	0.333333
ENSG00000001626	0.776255	-0.76616	1.0
ENSG00000001629	-0.777244	-0.461335	0.666667
ENSG00000001630	-0.419396	0.563331	0.666667
ENSG00000001631	-0.441041	-0.501755	0.5
ENSG00000002016	-0.003161	-0.82074	0.333333
ENSG00000002330	-0.026423	1.040135	0.333333
ENSG00000002549	0.262779	1.938906	0.666667
ENSG00000002586	0.434635	2.089001	0.5
ENSG00000002587	0.740363	-0.823829	0.333333
ENSG00000002726	0.284072	-0.771824	0.666667
ENSG00000002745	0.648681	-0.80864	0.333333
ENSG00000002746	0.684095	-0.828978	1.0
ENSG00000002822	1.384137	1.310462	0.333333
ENSG00000002834	-0.193424	1.791128	0.666667
ENSG00000002919	-0.125133	0.676868	0.666667
ENSG00000002933	1.328714	0.296094	1.0
ENSG00000003056	-0.456815	2.129937	0.333333
ENSG00000003096	0.484177	-0.781092	0.666667
ENSG00000003137	-0.00118	-0.710807	1.0
ENSG00000003147	0.203542	0.281934	0.333333
ENSG00000003249	0.089897	-0.432242	0.333333
ENSG00000003393	-0.430772	-0.309694	0.333333
ENSG00000003400	-0.104456	-0.237092	1.0
ENSG00000003402	-0.340292	1.419364	1.0
ENSG00000003436	0.479154	0.338059	1.0
ENSG00000003509	-0.893789	1.231423	1.0
ENSG00000003756	-0.572565	1.55633	0.333333
ENSG00000003987	0.590545	-0.823829	0.5
ENSG00000003989	0.598643	-0.117634	1.0
ENSG00000004059	-0.661008	1.859868	0.666667
ENSG00000004139	-0.612785	-0.828721	0.333333
ENSG00000004142	0.238786	1.718011	0.333333
ENSG00000004399	-0.570682	0.461122	1.0
ENSG00000004455	-0.260371	1.069485	0.333333
ENSG00000004468	0.977575	-0.522866	0.5
ENSG00000004478	0.420772	1.412928	0.333333
ENSG00000004487	-0.883302	1.065366	0.666667
ENSG00000004534	-0.831959	1.457983	1.0
ENSG00000004660	-0.321757	-0.482961	0.666667
ENSG00000004700	-0.936514	-0.047092	0.333333
ENSG00000004766	-0.946829	-0.786499	0.333333
ENSG00000004776	0.877654	-0.015425	1.0
ENSG00000004777	-0.3082	-0.793192	0.666667
ENSG00000004779	0.005801	2.073812	0.333333
ENSG00000004799	1.261786	0.116391	1.0
ENSG00000004809	0.487954	-0.797827	0.666667
ENSG00000004838	1.502709	-0.80864	0.666667
ENSG00000004846	1.54347	-0.828721	0.666667
ENSG00000004848	0.85635	-0.829751	0.666667
ENSG00000004864	0.486425	0.172774	1.0
ENSG00000004866	0.510045	0.220403	0.333333
ENSG00000004897	-0.458964	0.718833	0.333333
ENSG00000004939	1.467323	0.002854	1.0
ENSG00000004948	0.910124	-0.832583	0.666667
ENSG00000004961	-0.04807	0.378222	1.0
ENSG00000004975	-0.531071	0.427138	0.333333
ENSG00000005001	0.148566	-0.684804	0.666667
ENSG00000005007	-0.443504	1.095745	0.333333
ENSG00000005020	-0.016475	0.8455	0.666667
ENSG00000005022	-0.422405	2.017429	0.333333
ENSG00000005059	0.129649	0.850392	1.0
ENSG00000005073	0.779803	-0.673476	1.0
ENSG00000005075	-0.02573	2.156969	1.0
ENSG00000005100	-0.103235	-0.489912	0.333333
ENSG00000005102	0.563892	-0.626877	1.0
ENSG00000005108	0.335708	-0.699479	0.333333
ENSG00000005156	-1.006599	-0.706688	0.666667
